id,followers_count,following_count,statuses_count,favourites_count,verified
u1400724735005233152,,,,,False
u342181234,,,,,True
u1118067018035449856,,,,,False
u1227967807838662661,,,,,False
u1014795261598547968,,,,,False
u6958,,,,,False
u1727522635,,,,,False
u743696568939753475,,,,,False
u1041440667313078274,,,,,False
u1058105899607252992,,,,,False
u48511236,,,,,True
u2525007530,,,,,False
u1374244618288644096,,,,,False
u153518470,,,,,False
u2188101931,,,,,False
u1184578525455622150,,,,,False
u1401060252720590854,,,,,False
u716361791471636480,,,,,False
u1360038191693201408,,,,,False
u706222992343302146,,,,,False
u56035283,,,,,False
u44196397,,,,,True
u47122016,,,,,False
u1208175773091270656,,,,,False
u469609215,,,,,False
u1446520682154692611,,,,,False
u823727432,,,,,False
u1446132329114587143,,,,,False
u384126992,,,,,False
u1318847094778589185,,,,,False
u108977933,,,,,True
u1383617758508720130,,,,,False
u104083325,,,,,False
u956840962713575424,,,,,True
u68071228,,,,,False
u2926600152,,,,,False
u1040432540,,,,,False
u713855504393617408,,,,,False
u1483378056639258625,,,,,False
u831279121,,,,,False
u1011559160540876800,,,,,False
u83855918,,,,,True
u340209989,,,,,False
u25660512,,,,,False
u4347594973,,,,,False
u2381064942,,,,,False
u759129401032253440,,,,,False
u783214,,,,,True
u988405184421343232,,,,,False
u45312366,,,,,False
u1482049983293628419,,,,,False
u1425659473838764034,,,,,False
u1143024633114845185,,,,,False
u115926128,,,,,False
u2294775613,,,,,False
u88667624,,,,,False
u1484167143990120456,,,,,False
u145169990,,,,,False
u148465548,,,,,False
u1304728654707122176,,,,,False
u500133474,,,,,False
u148390293,,,,,False
u834088100,,,,,False
u1450026965654597636,,,,,False
u1387744160757686272,,,,,False
u1475499982652387328,,,,,False
u2667389023,,,,,False
u14408924,,,,,False
u1193983696627544065,,,,,True
u340445091,,,,,False
u911514942335012864,,,,,False
u1477709177346736142,,,,,False
u1252117386,,,,,False
u132830623,,,,,False
u1315387944505499649,,,,,False
u830925823322554368,,,,,False
u2188668342,,,,,False
u250188760,,,,,True
u48008611,,,,,False
u755857771,,,,,False
u467436398,,,,,False
u9629072,,,,,False
u381149705,,,,,True
u307629377,,,,,False
u1406803702950866945,,,,,False
u1408590178759806978,,,,,False
u823669734,,,,,False
u22016237,,,,,False
u1309931012961570816,,,,,False
u745005274784751616,,,,,False
u1030921417485942784,,,,,False
u31646705,,,,,False
u2431499616,,,,,True
u822845135293714433,,,,,False
u16303106,,,,,True
u822426735136350208,,,,,False
u1165908251604422656,,,,,False
u1210956763618394113,,,,,False
u2232848496,,,,,False
u1871389603,,,,,False
u1400945465634529288,,,,,False
u247943231,,,,,False
u2414012077,,,,,False
u1081252025915068417,,,,,False
u985221540,,,,,False
u1166752450537295873,,,,,False
u1358413329148964866,,,,,False
u3697013177,,,,,True
u1484479227776757760,,,,,False
u858114187893116929,,,,,False
u1483141847279194114,,,,,False
u1275057614053756929,,,,,False
u1185613800839503873,,,,,False
u983580450902818817,,,,,False
u72448544,,,,,False
u997994342949236736,,,,,False
u17659206,,,,,True
u503257759,,,,,False
u2723217086,,,,,False
u1145016098628259845,,,,,False
u1130810826636398592,,,,,False
u3336693958,,,,,False
u595982444,,,,,False
u1484455523881820160,,,,,False
u52138061,,,,,False
u1428750783403679758,,,,,False
u1374429846915272718,,,,,False
u28052098,,,,,False
u95329049,,,,,False
u89405591,,,,,False
u1355298392,,,,,False
u859969123102539777,,,,,False
u1196118763415846912,,,,,False
u936331435614593024,,,,,False
u130709088,,,,,False
u1359333804196777985,,,,,False
u1069621025493737473,,,,,False
u2972626393,,,,,False
u381289719,,,,,True
u862942140455931904,,,,,False
u27193112,,,,,False
u1046250662,,,,,False
u2886337191,,,,,True
u25864331,,,,,False
u512629559,,,,,False
u94825605,,,,,False
u3233891354,,,,,True
u3424848581,,,,,False
u216563156,,,,,False
u984232946596016128,,,,,False
u942151496,,,,,False
u1151125240711450624,,,,,False
u159968349,,,,,False
u902120672,,,,,False
u3033869396,,,,,False
u1319516983231090689,,,,,False
u1079534090607570944,,,,,False
u1029338221459714048,,,,,False
u1107416014118178816,,,,,False
u1251830063252885504,,,,,False
u793288660040896512,,,,,False
u728709530,,,,,False
u60480351,,,,,False
u1222995432407805959,,,,,False
u1395364264005734403,,,,,False
u909041406488072193,,,,,False
u258847118,,,,,True
u1923392131,,,,,False
u1143269463648636929,,,,,False
u25941665,,,,,False
u1073408346387034112,,,,,False
u2248919588,,,,,False
u287156977,,,,,True
u999678952766517248,,,,,False
u224630721,,,,,True
u1689323390,,,,,False
u1349462947559567361,,,,,False
u979347726151364608,,,,,False
u914863145906262017,,,,,False
u1484076794114359296,,,,,False
u1203900527068749824,,,,,False
u1469148562181210112,,,,,False
u1182702701920112644,,,,,False
u99665921,,,,,False
u1341711996287242240,,,,,False
u58766476,,,,,True
u3185512585,,,,,False
u2231218735,,,,,False
u235072498,,,,,False
u1377774709606080517,,,,,False
u1451492010,,,,,False
u16055364,,,,,False
u2295951641,,,,,False
u747212842470891520,,,,,False
u625732003,,,,,True
u305451631,,,,,False
u51087584,,,,,False
u1379221918008672258,,,,,False
u1389365682169647105,,,,,False
u1365388369,,,,,True
u1325664070695940097,,,,,False
u540599583,,,,,False
u412748397,,,,,False
u1094043126279401472,,,,,False
u18837791,,,,,True
u1855035115,,,,,False
u548264245,,,,,False
u1385578190333218816,,,,,False
u37148105,,,,,False
u129842597,,,,,True
u37563,,,,,False
u1484194986505629700,,,,,False
u57284479,,,,,False
u2578332385,,,,,False
u63815425,,,,,False
u624483823,,,,,False
u121255864,,,,,False
u90556897,,,,,True
u474154291,,,,,True
u1048648559728496649,,,,,False
u1478111459389415429,,,,,False
u25074746,,,,,False
u1308443434269708288,,,,,False
u4767381941,,,,,False
u1299773222800576513,,,,,False
u47128513,,,,,False
u739133515170729984,,,,,False
u989521438825746433,,,,,True
u1443226538699202560,,,,,False
u1330060442887204865,,,,,False
u62646214,,,,,False
u1467161069772759040,,,,,False
u1442604046590767113,,,,,False
u36743910,,,,,True
u14274428,,,,,True
u236713236,,,,,False
u747497269302198272,,,,,False
u988639538850533377,,,,,False
u27048570,,,,,False
u272936200,,,,,False
u1201085589640089600,,,,,False
u886832413,,,,,True
u1480125586282627075,,,,,False
u1484472638395273218,,,,,False
u353959801,,,,,True
u1334794299372953602,,,,,False
u1441028305545695234,,,,,False
u893897602575384576,,,,,False
u788387429069627393,,,,,False
u16156286,,,,,False
u3024767848,,,,,False
u1056717649,,,,,False
u837059666,,,,,False
u47472893,,,,,False
u43969769,,,,,False
u14661906,,,,,False
u874592708093816833,,,,,False
u751068588686110720,,,,,False
u25178222,,,,,True
u468450751,,,,,False
u4871724407,,,,,False
u243036743,,,,,True
u28023330,,,,,True
u359537777,,,,,False
u1418237857303564291,,,,,False
u586933624,,,,,False
u1482604891122151424,,,,,False
u233644448,,,,,False
u1364766717839372289,,,,,False
u3285328814,,,,,False
u1306263380689379335,,,,,False
u1336257586786603010,,,,,False
u439418320,,,,,False
u37238862,,,,,False
u2220551504,,,,,False
u317882292,,,,,False
u1478246138,,,,,False
u3160713703,,,,,False
u916241183399075840,,,,,False
u1484142330273832968,,,,,False
u95082530,,,,,False
u1483648318546845700,,,,,False
u2595621066,,,,,False
u747469350714519552,,,,,False
u116219009,,,,,False
u1324565856840413184,,,,,False
u36684314,,,,,False
u583233410,,,,,True
u289451089,,,,,False
u963884836162342913,,,,,False
u1060953957248290821,,,,,False
u1463354832,,,,,False
u1308187181941288960,,,,,False
u1484169471661064196,,,,,False
u431652048,,,,,False
u1467542108886163463,,,,,False
u1208011613057540097,,,,,False
u1166699552050745344,,,,,False
u47967527,,,,,False
u14238165,,,,,True
u321990952,,,,,False
u1354079547709403144,,,,,False
u193214051,,,,,False
u1153063439264301058,,,,,False
u851985789072408576,,,,,False
u605360145,,,,,False
u2466645955,,,,,True
u2389603556,,,,,True
u26565946,,,,,True
u4755391101,,,,,False
u234559391,,,,,True
u21114659,,,,,True
u827665681,,,,,False
u1031877505970515969,,,,,False
u1146854806658703361,,,,,False
u39516928,,,,,True
u17264476,,,,,True
u1119675949132460036,,,,,False
u20917482,,,,,False
u1044937544209760257,,,,,False
u1484268072781459460,,,,,False
u1411270185277923329,,,,,False
u53096584,,,,,False
u905840140052025344,,,,,False
u1879595125,,,,,False
u809479999296335872,,,,,False
u1399423547856982021,,,,,False
u1245136726626119687,,,,,False
u1475346765557628930,,,,,False
u3063535810,,,,,False
u1265647069357838337,,,,,False
u1155077425002233857,,,,,False
u111926756,,,,,False
u937710988190765056,,,,,False
u1398476909852323840,,,,,False
u1720046887,,,,,False
u194975681,,,,,True
u1466495391420063750,,,,,False
u417053258,,,,,False
u1142314679991033857,,,,,True
u350659169,,,,,False
u1015608272,,,,,False
u1159118839,,,,,False
u707881648428290048,,,,,False
u4415805073,,,,,False
u1382058933846646784,,,,,False
u1921119872,,,,,False
u1152038661585698817,,,,,False
u20719941,,,,,False
u1170073674,,,,,False
u1484205354900914178,,,,,False
u1449375502779682820,,,,,False
u1447643422731522057,,,,,False
u14849633,,,,,False
u2419897308,,,,,False
u254719698,,,,,False
u1194759775969370112,,,,,False
u1434380504703266820,,,,,False
u1302966575310483456,,,,,False
u109471034,,,,,False
u422041712,,,,,False
u1280598815280676866,,,,,False
u48065736,,,,,False
u1167159986037936129,,,,,True
u4795670259,,,,,True
u2603132052,,,,,False
u39992001,,,,,False
u18173452,,,,,False
u1073730367327215618,,,,,False
u588930747,,,,,False
u89213111,,,,,False
u953369915544801283,,,,,False
u906818110216339456,,,,,False
u3074142448,,,,,False
u1380584522228506625,,,,,False
u2990458168,,,,,False
u1038400095861932033,,,,,False
u75916180,,,,,True
u1163022206,,,,,False
u113015471,,,,,False
u395507514,,,,,False
u1436034283710435332,,,,,False
u1147257638096388097,,,,,False
u479583379,,,,,False
u2344530218,,,,,False
u1357355775178526722,,,,,False
u19196403,,,,,False
u1014164907431006208,,,,,False
u159622605,,,,,False
u1403349174893096965,,,,,False
u3390071746,,,,,False
u30354991,,,,,True
u14573900,,,,,True
u35034750,,,,,False
u792762680322973697,,,,,False
u1082996088246657024,,,,,False
u359644625,,,,,False
u1033103646475595776,,,,,False
u4303298356,,,,,True
u1398008647251333120,,,,,False
u1450740286829776898,,,,,False
u299650387,,,,,True
u29997510,,,,,False
u1477359217057087497,,,,,False
u1467949771260248068,,,,,False
u38430500,,,,,False
u1271007323541176321,,,,,False
u56253234,,,,,False
u765553881380163584,,,,,True
u3331113269,,,,,False
u48518416,,,,,False
u1335340578394038272,,,,,False
u2778393834,,,,,False
u3171150979,,,,,False
u1163359091747672064,,,,,False
u859021665912619008,,,,,False
u1459761977606250496,,,,,False
u1296847131941253120,,,,,False
u1187536441745821696,,,,,False
u592777619,,,,,False
u1125744174752587776,,,,,False
u947846606,,,,,False
u22050529,,,,,True
u395135045,,,,,False
u2364221719,,,,,False
u2864379694,,,,,False
u1231267236360458243,,,,,False
u707186570525331457,,,,,False
u1325574625,,,,,False
u1088582419320590336,,,,,False
u1340196201589862400,,,,,False
u1068925417627795456,,,,,False
u61853389,,,,,True
u1471035349,,,,,False
u447342992,,,,,True
u356164932,,,,,False
u1101593096,,,,,False
u48972321,,,,,False
u781283714550665216,,,,,False
u1192820005638987777,,,,,False
u1303822276832432128,,,,,False
u1290629115091906562,,,,,False
u1267497270175584258,,,,,False
u6539592,,,,,True
u131995414,,,,,False
u1044725817908109312,,,,,False
u2336873018,,,,,False
u1276885238069768196,,,,,False
u731443852507222016,,,,,False
u4549119314,,,,,False
u961962042805620737,,,,,False
u98047213,,,,,True
u1187138306812760064,,,,,False
u3146085608,,,,,False
u816263912630996996,,,,,False
u320239495,,,,,True
u4551643789,,,,,False
u1445387513208639497,,,,,False
u1360184552547753986,,,,,False
u1171767309406310401,,,,,False
u2981339895,,,,,False
u1709992062,,,,,False
u186593516,,,,,False
u42843031,,,,,False
u1045804509270872065,,,,,False
u1367605988136787976,,,,,False
u1422911143262183425,,,,,False
u23989927,,,,,True
u109647254,,,,,False
u1315296246,,,,,False
u3246247247,,,,,False
u4307032575,,,,,False
u1920750644,,,,,False
u94538862,,,,,False
u55117855,,,,,True
u162293874,,,,,False
u93849369,,,,,False
u307540110,,,,,True
u1176248791437119488,,,,,False
u804787323640680448,,,,,True
u787645047542087680,,,,,False
u22330739,,,,,True
u23973450,,,,,False
u2412958135,,,,,False
u978576562327994369,,,,,False
u35024372,,,,,False
u1968807138,,,,,False
u115763683,,,,,False
u1029695930608611328,,,,,False
u982527082591866880,,,,,False
u1027785463799537664,,,,,True
u728396049887297536,,,,,False
u718554927438520320,,,,,False
u975735690498596864,,,,,False
u103220245,,,,,False
u901303999529312256,,,,,False
u300991377,,,,,False
u346761946,,,,,False
u1411941436702957569,,,,,False
u1085681774,,,,,False
u2923371311,,,,,False
u36116203,,,,,False
u1863585349,,,,,False
u357606935,,,,,True
u46786678,,,,,True
u816646064493170688,,,,,False
u22046728,,,,,True
u19178148,,,,,False
u3343873882,,,,,False
u110441210,,,,,False
u661403,,,,,True
u310930971,,,,,False
u823785366846980096,,,,,False
u21207086,,,,,True
u969911597580759040,,,,,False
u1078843650736414720,,,,,False
u1349596903357493249,,,,,False
u2984496274,,,,,False
u311956171,,,,,False
u2924521080,,,,,True
u1088829776083570689,,,,,False
u2991299497,,,,,False
u932338725803253760,,,,,False
u376618837,,,,,False
u31235299,,,,,False
u983766318,,,,,False
u1100421190563307520,,,,,False
u1455703847817531395,,,,,False
u1086088869194412032,,,,,False
u112406785,,,,,False
u247476364,,,,,True
u1477360939099987973,,,,,False
u267290560,,,,,False
u553932856,,,,,False
u1329276590396563459,,,,,False
u57949398,,,,,False
u267807062,,,,,False
u3589968563,,,,,False
u3969170837,,,,,False
u35793151,,,,,False
u15068044,,,,,False
u755365986757337088,,,,,False
u6186292,,,,,False
u1144609112107491328,,,,,False
u1278516001773162496,,,,,False
u195459838,,,,,False
u1139543435369680898,,,,,False
u1443626457968873472,,,,,False
u49921218,,,,,False
u67934203,,,,,False
u1149871342117765120,,,,,False
u2319350382,,,,,False
u908301129850736640,,,,,False
u153324320,,,,,True
u1482087853978968065,,,,,False
u1139986069607202816,,,,,False
u116666570,,,,,False
u16232185,,,,,True
u633057062,,,,,False
u888275480033476610,,,,,False
u18975155,,,,,True
u28414859,,,,,False
u1090570428425199617,,,,,False
u1433819742469607426,,,,,False
u1483594524278640649,,,,,False
u1418575769215782912,,,,,False
u289969718,,,,,True
u1414296172152360962,,,,,False
u27035865,,,,,False
u553129577,,,,,False
u18762431,,,,,False
u970964263106940928,,,,,False
u976620969384185856,,,,,False
u3307710034,,,,,False
u1283050890732216324,,,,,False
u33807328,,,,,False
u19807156,,,,,False
u1473246387085012993,,,,,False
u763432576375779328,,,,,False
u1041607281304064002,,,,,False
u1296561258469240832,,,,,False
u4398278787,,,,,False
u135647562,,,,,False
u4042702817,,,,,False
u1954425152,,,,,False
u890590789813841920,,,,,False
u130797483,,,,,False
u1079003651929104385,,,,,False
u1306590573067866114,,,,,False
u27260086,,,,,True
u29277960,,,,,False
u984521262411198465,,,,,False
u20657343,,,,,False
u3363735159,,,,,False
u1067748582042886144,,,,,False
u11752272,,,,,False
u879456634413740032,,,,,False
u1480171272877268994,,,,,False
u18405129,,,,,False
u1085641282175741952,,,,,False
u1483086683486703624,,,,,False
u1470949724807217162,,,,,False
u879417518405951490,,,,,False
u712653126633971712,,,,,False
u28785486,,,,,True
u380292977,,,,,False
u910150107009601538,,,,,False
u234376125,,,,,False
u799178390829838340,,,,,True
u721826174733684736,,,,,False
u1183484979562635265,,,,,False
u1150118898068381696,,,,,False
u1351625174190350336,,,,,False
u1405158247,,,,,False
u1349385856612782080,,,,,False
u2375262362,,,,,False
u60840395,,,,,False
u1323470543404769288,,,,,False
u943465764203515904,,,,,False
u19066828,,,,,False
u3855657735,,,,,False
u1267767084014018565,,,,,False
u866501275239579648,,,,,False
u1482467557470883840,,,,,False
u2780850314,,,,,False
u1074722424107790336,,,,,False
u476582730,,,,,False
u323325293,,,,,False
u1472504770778722305,,,,,False
u1228237230243627008,,,,,False
u970404402828787712,,,,,False
u1270246155985629184,,,,,False
u1405730549323292672,,,,,False
u18334529,,,,,False
u1070298837384876033,,,,,False
u969629299933315073,,,,,False
u4494679942,,,,,False
u1173593530142359557,,,,,False
u1483170517813239809,,,,,False
u631138864,,,,,False
u1385823922084528129,,,,,False
u102831419,,,,,False
u195920016,,,,,False
u1482607249109438464,,,,,False
u990862995180965888,,,,,False
u1484497384117784584,,,,,False
u25572108,,,,,False
u919636741308366849,,,,,False
u1452807901,,,,,False
u16228257,,,,,True
u4725768919,,,,,False
u2554592869,,,,,False
u326812381,,,,,False
u1202103697,,,,,False
u46233559,,,,,True
u935779848,,,,,False
u400276868,,,,,False
u1484008982956023819,,,,,False
u14834896,,,,,False
u3012193654,,,,,False
u53891615,,,,,False
u3313145696,,,,,False
u3040728619,,,,,False
u265663532,,,,,False
u2359436953,,,,,False
u23490311,,,,,False
u246636372,,,,,False
u233266490,,,,,True
u1095337477391478784,,,,,False
u1448106010346991624,,,,,False
u1537028058,,,,,True
u3367334171,,,,,True
u3977806038,,,,,False
u1327504613667434497,,,,,False
u1090428913820418048,,,,,False
u2750548111,,,,,False
u15866718,,,,,False
u377766775,,,,,False
u28896955,,,,,False
u1350226654896005120,,,,,False
u27503534,,,,,False
u12366502,,,,,False
u4024721255,,,,,False
u30378270,,,,,True
u47362397,,,,,False
u1467013124213854209,,,,,False
u236288672,,,,,False
u1027524968504995841,,,,,True
u1012115521024774144,,,,,False
u1480168032248872961,,,,,False
u1407350024984465408,,,,,False
u311107295,,,,,False
u1007505793761964032,,,,,True
u2201431746,,,,,False
u1169879005408817153,,,,,False
u936699493050933248,,,,,False
u44418062,,,,,True
u161650812,,,,,False
u1214927245992697857,,,,,False
u1377620560339943427,,,,,True
u1159864646934904833,,,,,False
u966697169532137472,,,,,False
u229269426,,,,,False
u3730019716,,,,,False
u1368690036129095682,,,,,False
u3158071445,,,,,False
u812926437032390656,,,,,False
u337569512,,,,,False
u1536622308,,,,,False
u116132819,,,,,False
u373715406,,,,,True
u857618277325058048,,,,,False
u616742267,,,,,False
u1472796688892923905,,,,,False
u249264590,,,,,False
u1205514167538593792,,,,,False
u1478794682318553088,,,,,False
u44884063,,,,,False
u1484456800665706496,,,,,False
u37860248,,,,,True
u767396,,,,,True
u130344472,,,,,False
u1027144926,,,,,False
u2320231093,,,,,False
u865185081836658688,,,,,False
u784602567871492098,,,,,False
u467314107,,,,,True
u1478306343354314754,,,,,False
u2349259095,,,,,False
u751844218985865216,,,,,False
u1483556005048897538,,,,,False
u1101166777269137408,,,,,False
u1356675835630075906,,,,,False
u3915253634,,,,,False
u1640671358,,,,,False
u1444417160286064641,,,,,False
u719964564167749633,,,,,False
u1963312058,,,,,True
u1461731341263773697,,,,,False
u171158446,,,,,False
u21083332,,,,,False
u147691384,,,,,False
u11176182,,,,,False
u1442354677807341572,,,,,False
u1046078437730004994,,,,,False
u19003043,,,,,False
u1286341463597604864,,,,,False
u519072324,,,,,True
u39045272,,,,,False
u1429026548,,,,,False
